"","service_id","service_description","service_schedule_name","service_schedule_type","service_schedule_typicality","rating_start_date","rating_end_date","rating_description"
"230","FALL 2021-N-Wdy-5-S72","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"231","FALL 2021-N-Wdy-5-S9d378dcf-MRRct","Weekday schedule (modified service)","Weekday (modified service)","Weekday",1,20211011,NA,"Fall"
"232","FALL 2021-S-Sa-1","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"233","FALL 2021-S-Sa-1-S0f","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"234","FALL 2021-S-Sa-1-S8f","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"235","FALL 2021-S-Sa-1-Sb4","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"236","FALL 2021-S-Sa-1-Sb6","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"237","FALL 2021-S-Sa-1-Sc0","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"238","FALL 2021-S-Su-1","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"239","FALL 2021-S-Su-1-S0f","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"240","FALL 2021-S-Su-1-S8f","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"241","FALL 2021-S-Su-1-Sb4","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"242","FALL 2021-S-Su-1-Sb6","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"243","FALL 2021-S-Su-1-Sc0","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"244","FALL 2021-S-Wdy-1","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"245","FALL 2021-S-Wdy-1-S0f","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"246","FALL 2021-S-Wdy-1-S8f","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"247","FALL 2021-S-Wdy-1-Sb4","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"248","FALL 2021-S-Wdy-1-Sb6","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"249","FALL 2021-S-Wdy-1-Sc0","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"250","FALL 2021-S-Wdy-17","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"251","LRV12022-hlb12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"252","LRV12022-hlb12017-Su-01-NGLX","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"253","LRV12022-hlb12017-Su-01-NwnHgsRvdNGLX","Sunday schedule","Sunday","Sunday",4,20211219,20220312,"Winter"
"254","LRV12022-hlb21016-Sa-01-KnrRvdNGLX","Saturday schedule","Saturday","Saturday",4,20211219,20220312,"Winter"
"255","LRV12022-hlb21016-Sa-01-NGLX","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"256","LRV12022-hlb21016-Sa-01-NwnHgsRvdNGLX","Saturday schedule","Saturday","Saturday",4,20211219,20220312,"Winter"
"257","LRV12022-hlm12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"258","LRV12022-hlm12016-Sa-01","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"259","LRV12022-hlm12016-Sa-01-AstMtn","Saturday schedule","Saturday","Saturday",4,20211219,20220312,"Winter"
"260","PRIV12022-hpa12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"261","PRIV12022-hpa12016-Sa-01","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"262","PRIV12022-hpj12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"263","PRIV12022-hpj12016-Sa-01","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"264","PRIV12022-hpl12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"265","PRIV12022-hpl12016-Sa-01","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"266","PRIV12022-hpp12ns1-Wdy-01","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"267","PresidentsDay","Holiday (Saturday schedule)","Holiday","Saturday",3,20211219,20220312,"Winter"
"268","RTL12022-hmb12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"269","RTL12022-hmo12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"270","RTL12022-hms12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"271","WinterSaturday","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"272","WinterSunday","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"273","WinterWeekday","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"274","BUS122-hba12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"275","BUS122-hbb12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"276","BUS122-hbc12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"277","BUS122-hbf12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"278","BUS122-hbg12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"279","BUS122-hbl12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"280","BUS122-hbq12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"281","BUS122-hbs12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"282","BUS122-hbt12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"283","BUS122-htn12011-Wdy-02","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"284","Boat-F1-Wdy-Fll-21","Weekday schedule","Weekday","Weekday",1,20211012,NA,"Fall"
"285","Boat-F4-Sa-Fll-21","Saturday schedule","Saturday","Saturday",1,20211012,NA,"Fall"
"286","Boat-F4-Su-Fll-21","Sunday schedule","Sunday","Sunday",1,20211012,NA,"Fall"
"287","Boat-F4-Wdy-Fll-21","Weekday schedule","Weekday","Weekday",1,20211012,NA,"Fall"
"288","FLL 21-N-Sa-5-LtnWct","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"289","FLL 21-N-Sa-5-S6d","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"290","FLL 21-N-Sa-5-S72","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"291","FLL 21-N-Sa-5-S9d378dcf-MRRct","Saturday schedule (modified service)","Saturday (modified service)","Saturday",1,20211011,NA,"Fall"
"292","FLL 21-N-Su-5-LtnWct","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"293","FLL 21-N-Su-5-S6d","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"294","FLL 21-N-Su-5-S72","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"295","FLL 21-N-Su-5-S9d378dcf-MRRct","Sunday schedule (modified service)","Sunday (modified service)","Sunday",1,20211011,NA,"Fall"
"296","FLL 21-N-Wdy-5","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"297","FLL 21-N-Wdy-5-LtnWct","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"298","FLL 21-N-Wdy-5-S6d","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"299","FLL 21-N-Wdy-5-S72","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"300","FLL 21-N-Wdy-5-S9d378dcf-MRRct","Weekday schedule (modified service)","Weekday (modified service)","Weekday",1,20211011,NA,"Fall"
"301","FLL 21-S-Sa-1","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"302","FLL 21-S-Sa-1-S0f","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"303","FLL 21-S-Sa-1-S8f","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"304","FLL 21-S-Sa-1-Sb4","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"305","FLL 21-S-Sa-1-Sb6","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"306","FLL 21-S-Sa-1-Sc0","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"307","FLL 21-S-Su-1","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"308","FLL 21-S-Su-1-S0f","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"309","FLL 21-S-Su-1-S8f","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"310","FLL 21-S-Su-1-Sb4","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"311","FLL 21-S-Su-1-Sb6","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"312","FLL 21-S-Su-1-Sc0","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"313","FLL 21-S-Wdy-1","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"314","FLL 21-S-Wdy-1-S0f","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"315","FLL 21-S-Wdy-1-Sb4","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"316","FLL 21-S-Wdy-BIKEADJ1-S8f","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"317","FLL 21-S-Wdy-BIKEADJ1-Sb6","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"318","FLL 21-S-Wdy-BIKEADJ1-Sc0","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"319","FallWeekday","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"320","LRV122-hlb12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"321","LRV122-hlb12017-Su-01-5d464e8a","Sunday schedule","Sunday","Sunday",4,20211219,20220312,"Winter"
"322","LRV122-hlb12017-Su-01-NGLX","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"323","LRV122-hlb12017-Su-01-NwnHgsRvdNGLX","Sunday schedule","Sunday","Sunday",4,20211219,20220312,"Winter"
"324","LRV122-hlb21016-Sa-01-5d464e8a","Saturday schedule","Saturday","Saturday",4,20211219,20220312,"Winter"
"325","LRV122-hlb21016-Sa-01-NGLX","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"326","LRV122-hlb21016-Sa-01-NwnHgsRvdNGLX","Saturday schedule","Saturday","Saturday",4,20211219,20220312,"Winter"
"327","LRV122-hlm12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"328","LRV122-hlm12011-Wdy-01-AstMtn","Weekday schedule","Weekday","Weekday",4,20211219,20220312,"Winter"
"329","PRIV122-hpa12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"330","PRIV122-hpa12016-Sa-01","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"331","PRIV122-hpj12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"332","PRIV122-hpj12016-Sa-01","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"333","PRIV122-hpl12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"334","PRIV122-hpl12016-Sa-01","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"335","PRIV122-hpl12016-Sa-01-RttCnr","Saturday schedule","Saturday","Saturday",4,20211219,20220312,"Winter"
"336","PRIV122-hpl12017-Su-01","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"337","PRIV122-hpl12017-Su-01-RttCnr","Sunday schedule","Sunday","Sunday",4,20211219,20220312,"Winter"
"338","PRIV122-hpp12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"339","PresidentsDay","Holiday (Saturday schedule)","Holiday","Saturday",3,20211219,20220312,"Winter"
"340","RTL122-hmb12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"341","RTL122-hmo12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"342","RTL122-hmo12016-Sa-01","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"343","RTL122-hmo12016-Sa-01-SllStt","Saturday schedule","Saturday","Saturday",4,20211219,20220312,"Winter"
"344","RTL122-hmo12017-Su-01","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"345","RTL122-hmo12017-Su-01-SllStt","Sunday schedule","Sunday","Sunday",4,20211219,20220312,"Winter"
"346","RTL122-hms12011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20211219,20220312,"Winter"
"347","WinterSaturday","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"348","WinterSunday","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"349","WinterWeekday","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"350","BUS122-hbb12017-Su-02","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"351","BUS122-hbc12017-Su-02","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"352","BUS122-hbg12017-Su-02","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"353","BUS122-hbl12017-Su-02","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"354","BUS122-hbq12017-Su-02","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"355","BUS122-hbs12017-Su-02","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"356","BUS122-hbt12017-Su-02","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"357","BUS222-hba22pt1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"358","BUS222-hba22sn1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"359","BUS222-hbb22ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"360","BUS222-hbc22ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"361","BUS222-hbf22ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"362","BUS222-hbg22ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"363","BUS222-hbl22ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"364","BUS222-hbq22ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"365","BUS222-hbs22NS1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"366","BUS222-hbt22ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220313,20220618,"Spring"
"367","Boat-F1-Sa-Smr-22","Saturday schedule","Saturday","Saturday",1,20220528,NA,"Fall"
"368","Boat-F1-Su-Smr-22","Sunday schedule","Sunday","Sunday",1,20220528,NA,"Fall"
"369","Boat-F1-Wdy-Fll-21","Weekday schedule","Weekday","Weekday",1,20211012,20220527,"Fall"
"370","Boat-F1-Wdy-Smr-22","Weekday schedule","Weekday","Weekday",1,20220528,NA,"Fall"
"371","Boat-F4-Sa-Fll-21","Saturday schedule","Saturday","Saturday",1,20211012,20220527,"Fall"
"372","Boat-F4-Sa-Smr-22","Saturday schedule","Saturday","Saturday",1,20220528,NA,"Fall"
"373","Boat-F4-Su-Fll-21","Sunday schedule","Sunday","Sunday",1,20211012,20220527,"Fall"
"374","Boat-F4-Su-Smr-22","Sunday schedule","Sunday","Sunday",1,20220528,NA,"Fall"
"375","Boat-F4-Wdy-Fll-21","Weekday schedule","Weekday","Weekday",1,20211012,20220527,"Fall"
"376","Boat-F4-Wdy-Smr-22","Weekday schedule","Weekday","Weekday",1,20220528,NA,"Fall"
"377","FLL 21-N-Sa-24","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"378","FLL 21-N-Sa-24-S9d378dcf-MRNwtBvRct","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"379","FLL 21-N-Sa-5-S6d","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"380","FLL 21-N-Sa-5-S72","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"381","FLL 21-N-Sa-5-S9d378dcf-MRRct","Saturday schedule (modified service)","Saturday (modified service)","Saturday",1,20211011,NA,"Fall"
"382","FLL 21-N-Su-24","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"383","FLL 21-N-Su-24-S9d378dcf-MRNwtBvRct","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"384","FLL 21-N-Su-5","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"385","FLL 21-N-Su-5-S6d","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"386","FLL 21-N-Su-5-S72","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"387","FLL 21-N-Su-5-S9d378dcf-MRRct","Sunday schedule (modified service)","Sunday (modified service)","Sunday",1,20211011,NA,"Fall"
"388","FLL 21-N-Wdy-24","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"389","FLL 21-N-Wdy-5","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"390","FLL 21-N-Wdy-5-S6d","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"391","FLL 21-N-Wdy-5-S72","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"392","FLL 21-N-Wdy-5-S9d378dcf-MRRct","Weekday schedule (modified service)","Weekday (modified service)","Weekday",1,20211011,NA,"Fall"
"393","FLL 21-S-Sa-1","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"394","FLL 21-S-Sa-1-S0f","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"395","FLL 21-S-Sa-1-S8f","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"396","FLL 21-S-Sa-1-Sb4","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"397","FLL 21-S-Sa-1-Sb6","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"398","FLL 21-S-Sa-1-Sc0","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"399","FLL 21-S-Su-1","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"400","FLL 21-S-Su-1-S0f","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"401","FLL 21-S-Su-1-S8f","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"402","FLL 21-S-Su-1-Sb4","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"403","FLL 21-S-Su-1-Sb6","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"404","FLL 21-S-Su-1-Sc0","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"405","FLL 21-S-Wdy-1","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"406","FLL 21-S-Wdy-1-S0f","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"407","FLL 21-S-Wdy-1-Sb4","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"408","FLL 21-S-Wdy-BIKEADJ1-S8f","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"409","FLL 21-S-Wdy-BIKEADJ1-Sb6","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"410","FLL 21-S-Wdy-BIKEADJ1-Sc0","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"411","LRV122-hlb12017-Su-01","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"412","LRV122-hlb21016-Sa-01-5d464e8a","Saturday schedule","Saturday","Saturday",4,20211219,20220312,"Winter"
"413","LRV122-hlb21016-Sa-01-NGLX","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"414","LRV122-hlm12017-Su-01","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"415","LRV222-hlb22011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220313,20220618,"Spring"
"416","LRV222-hlb22016-Sa-01-KnrRvdNGLX","Saturday schedule","Saturday","Saturday",4,20220313,20220618,"Spring"
"417","LRV222-hlb22016-Sa-01-NGLX","Saturday schedule","Saturday","Saturday",1,20220313,20220618,"Spring"
"418","LRV222-hlb22017-Su-01-5d464e8a","Sunday schedule","Sunday","Sunday",4,20220313,20220618,"Spring"
"419","LRV222-hlb22017-Su-01-KnrRvdNGLX","Sunday schedule","Sunday","Sunday",4,20220313,20220618,"Spring"
"420","LRV222-hlb22017-Su-01-NGLX","Sunday schedule","Sunday","Sunday",1,20220313,20220618,"Spring"
"421","LRV222-hlm22011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220313,20220618,"Spring"
"422","LRV222-hlm22016-Sa-01","Saturday schedule","Saturday","Saturday",1,20220313,20220618,"Spring"
"423","LRV222-hlm22016-Sa-01-AstMtn","Saturday schedule","Saturday","Saturday",4,20220313,20220618,"Spring"
"424","LRV222-hlm22017-Su-01","Sunday schedule","Sunday","Sunday",1,20220313,20220618,"Spring"
"425","LRV222-hlm22017-Su-01-AstMtn","Sunday schedule","Sunday","Sunday",4,20220313,20220618,"Spring"
"426","MemorialDay","Holiday (Sunday schedule)","Holiday","Sunday",3,20220313,20220618,"Spring"
"427","PRIV122-hpj12017-Su-01","Sunday schedule","Sunday","Sunday",1,20211219,20220312,"Winter"
"428","PRIV122-hpl12016-Sa-01","Saturday schedule","Saturday","Saturday",1,20211219,20220312,"Winter"
"429","PRIV122-hpl12016-Sa-01-RttCnr","Saturday schedule","Saturday","Saturday",4,20211219,20220312,"Winter"
